source_site,listing_id,rental_url,title,monthly_rent,suburb,city,province,property_type,bedrooms,bathrooms,parking_spaces,garage,floor_area_sqm,land_area_sqm,levies,rates_taxes,furnished_flag,availability_text,description,listing_date,scraped_timestamp,pp_transaction_slug,pp_province_slug,pp_metro_slug,pp_city_slug,pp_suburb_slug
privateproperty,RR4533786,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/fourways/RR4533786,1 Bedroom Apartment in Fourways,7200.0,Fourways,Sandton,Gauteng,Apartment,1.0,1.0,1.0,,,,,,,Available Now,"1 Bedroom Apartment in Fourways, Modern 1-Bed Apartment in The William, Fourways Experience upmarket lifestyle living in this stunni",26 Mar 2026,2026-03-27T17:34:33.051727+00:00,to-rent,gauteng,johannesburg-metro,sandton,fourways
privateproperty,RR4640115,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/johannesburg-south/ormonde/RR4640115,1 Bedroom Apartment in Ormonde,2900.0,Ormonde,Johannesburg South,Gauteng,Apartment,1.0,1.5,,,,,,,,,"1 Bedroom Apartment in Ormonde, LADIES COMMUNE SAFE, PEACEFUL & WELL-LOCATED Looking for a secure and comfortable space to call ho",26 Mar 2026,2026-03-27T17:34:28.417171+00:00,to-rent,gauteng,johannesburg-metro,johannesburg-south,ormonde
privateproperty,RR4640116,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/bryanston/RR4640116,3 Bedroom Apartment in Bryanston,13500.0,Bryanston,Sandton,Gauteng,Apartment,3.0,2.0,,,105.0,,,,,,"3 Bedroom Apartment in Bryanston, 3 BED 2 BATH MODERN APARTMENT FOR RENT IN BRYANSTON!! As you walk through the door, you are greete",26 Mar 2026,2026-03-27T17:34:24.354033+00:00,to-rent,gauteng,johannesburg-metro,sandton,bryanston
privateproperty,RR4640137,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/beverley/RR4640137,2 Bedroom Apartment in Beverley,13000.0,Beverley,Sandton,Gauteng,Apartment,2.0,2.0,2.0,2.0,135.0,,,,,,"2 Bedroom Apartment in Beverley, Rent a Stylish 2-Bedroom Apartment with Resort-Style Amenities Experience the perfect blend of mod",26 Mar 2026,2026-03-27T17:34:21.074877+00:00,to-rent,gauteng,johannesburg-metro,sandton,beverley
privateproperty,RR4640139,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/midrand/noordwyk/13-cypress/1660-cypress/RR4640139,1 Bedroom Apartment in Noordwyk,4000.0,Noordwyk,Midrand,Gauteng,Apartment,1.0,1.0,,,20.0,,,,,,"1 Bedroom Apartment in Noordwyk, 13 Cypress, 1660 Cypress, Make Sharing The Thing Of The Past You don''t need to share anymore. You can have your own space w",26 Mar 2026,2026-03-27T17:34:18.259129+00:00,to-rent,gauteng,johannesburg-metro,midrand,noordwyk
privateproperty,RR4640144,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/edenburg/894-cube/01-de-laray/RR4640144,2 Bedroom Apartment in Edenburg,12500.0,Edenburg,Sandton,Gauteng,Apartment,2.0,2.0,,,88.0,88.0,,,,,"2 Bedroom Apartment in Edenburg, 894 Cube, 1 De laray, Prime Rivonia North Living Awaits You! Discover the perfect blend of modern comfort and unrivalled c",26 Mar 2026,2026-03-27T17:34:15.662199+00:00,to-rent,gauteng,johannesburg-metro,sandton,edenburg
privateproperty,RR4640157,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/midrand/waterfall-estate/RR4640157,3 Bedroom Apartment in Waterfall Estate,24000.0,Waterfall Estate,Midrand,Gauteng,Apartment,3.0,2.0,,,114.0,,,,1.0,Available Now,"3 Bedroom Apartment in Waterfall Estate, Discover an unparalleled living experience in the heart of Waterfall with this stunning First Floor",26 Mar 2026,2026-03-27T17:34:12.866683+00:00,to-rent,gauteng,johannesburg-metro,midrand,waterfall-estate
privateproperty,RR4640168,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/johannesburg-central/braamfontein/RR4640168,1 Bedroom Apartment in Braamfontein,9500.0,Braamfontein,Johannesburg Central,Gauteng,Apartment,1.0,1.0,,,,,,,,Available Now,"1 Bedroom Apartment in Braamfontein, Modern and spacious 1-bedroom apartment with a versatile loft space, ideal for a home office, second",27 Mar 2026,2026-03-27T17:34:09.660673+00:00,to-rent,gauteng,johannesburg-metro,johannesburg-central,braamfontein
privateproperty,RR4640178,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/broadacres/2-soho-junction/4-poplar-ave/RR4640178,2 Bedroom Apartment in Broadacres,9999.0,Broadacres,Sandton,Gauteng,Apartment,2.0,1.0,1.0,,,,,,,Available Now,"2 Bedroom Apartment in Broadacres, 2 SoHo Junction, 4 Poplar Ave, 2 Bedrooms with built-in cupboards 1 Full bathroom bath & shower Open-plan kitchen and lounge Privat",27 Mar 2026,2026-03-27T17:34:06.580067+00:00,to-rent,gauteng,johannesburg-metro,sandton,broadacres
privateproperty,RR4640185,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/midrand/grand-central/0-92-on-new/92-new-rd/RR4640185,2 Bedroom Apartment in Grand Central,15999.0,Grand Central,Midrand,Gauteng,Apartment,2.0,1.0,,,,,,,1.0,,"2 Bedroom Apartment in Grand Central, 92 on New, 92 New Rd, fully furnished unit 2 Bedrooms with beds & built-in cupboards 1 Full bathroom bath & shower Open-pl",27 Mar 2026,2026-03-27T17:34:02.423396+00:00,to-rent,gauteng,johannesburg-metro,midrand,grand-central
privateproperty,RR4640193,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/midrand/blue-hills/12-bluelake-estate/2-kilimanjaro-clos/RR4640193,2 Bedroom Apartment in Blue Hills,16999.0,Blue Hills,Midrand,Gauteng,Apartment,2.0,2.0,1.0,,,,,,1.0,Available Now,"2 Bedroom Apartment in Blue Hills, 12 Bluelake estate, 2 Kilimanjaro Clos, Fully furnished 2-bedroom apartment Lake-facing unit with scenic views 2 Bedrooms with beds & built-",27 Mar 2026,2026-03-27T17:33:59.193357+00:00,to-rent,gauteng,johannesburg-metro,midrand,blue-hills
privateproperty,RR4084514,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/johannesburg-south/ormonde/booysens/RR4084514,2 Bedroom Apartment in Booysens,3800.0,Ormonde,Johannesburg South,Gauteng,Apartment,2.0,1.0,1.0,,,,,,,Available Now,"2 Bedroom Apartment in Booysens, Spacious 2 bedroom apartment in Booysens. boasts 2 well sized bedrooms with built in cupboards ,ope",27 Mar 2026,2026-03-27T17:33:55.738577+00:00,to-rent,gauteng,johannesburg-metro,johannesburg-south,ormonde
privateproperty,RR4640217,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/sunninghill/6-tudor-rose-lodge/5-tana-road/RR4640217,2 Bedroom Apartment in Sunninghill,10000.0,Sunninghill,Sandton,Gauteng,Apartment,2.0,2.0,1.0,,72.0,,,,,,"2 Bedroom Apartment in Sunninghill, 6 Tudor Rose Lodge, 5 Tana Road, 2 bed 2 bath apartment. Very neat 2 bed apartment available in Sunninghill. Open plan kitchen and l",27 Mar 2026,2026-03-27T17:33:52.468886+00:00,to-rent,gauteng,johannesburg-metro,sandton,sunninghill
privateproperty,RR1302705,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/bryanston/RR1302705,1 Bedroom Apartment in Bryanston,8600.0,Bryanston,Sandton,Gauteng,Apartment,1.0,1.0,2.0,,60.6,,,,,,"1 Bedroom Apartment in Bryanston, One bedroom apartment in the heart of Bryanston. The apartment comes with free appliances including",27 Mar 2026,2026-03-27T17:33:49.797931+00:00,to-rent,gauteng,johannesburg-metro,sandton,bryanston
privateproperty,RR4640229,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/bryanston/22-kilkullen-estate/32-witney-street/RR4640229,2 Bedroom Apartment in Bryanston,12500.0,Bryanston,Sandton,Gauteng,Apartment,2.0,1.0,2.0,,100.0,,,,,,"2 Bedroom Apartment in Bryanston, 22 Kilkullen Estate, 32 Witney street, Elegant 2 bedroom apartment in prime Bryanston location Sophisticated Two-Bedroom Apartment in Brya",27 Mar 2026,2026-03-27T17:33:46.773366+00:00,to-rent,gauteng,johannesburg-metro,sandton,bryanston
privateproperty,RR4640228,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/midrand/waterfall-estate/RR4640228,3 Bedroom Apartment in Waterfall Estate,32500.0,Waterfall Estate,Midrand,Gauteng,Apartment,3.0,2.0,4.0,,,,,,1.0,,"3 Bedroom Apartment in Waterfall Estate, Be the first Living in this amazing luxury brand new full furnished apartment with air-condition...",27 Mar 2026,2026-03-27T17:33:42.795969+00:00,to-rent,gauteng,johannesburg-metro,midrand,waterfall-estate
privateproperty,RR4288414,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/rivonia/4010-the-link/16-11th-avenue/RR4288414,1 Bedroom Apartment in Rivonia,7500.0,Rivonia,Sandton,Gauteng,Apartment,1.0,1.0,1.0,,44.0,44.0,,,,,"1 Bedroom Apartment in Rivonia, 4010 The Link, 16 11th Avenue, Spacious 1 bedroom 1 bathroom shower in the bath on the ground floor with 1 x Basement parking. Op",27 Mar 2026,2026-03-27T17:33:39.512730+00:00,to-rent,gauteng,johannesburg-metro,sandton,rivonia
privateproperty,RR4640234,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/bedfordview/bedfordview/RR4640234,Studio Apartment in Bedfordview,7000.0,Bedfordview,Bedfordview,Gauteng,Apartment,0.5,1.0,1.0,,24.0,,,,,Available Now,"Studio Apartment in Bedfordview, Welcome to BlackBrick Bedfordview a bold, modern development set in the heart of Bedfordview, one o",27 Mar 2026,2026-03-27T17:33:35.456521+00:00,to-rent,gauteng,johannesburg-metro,bedfordview,bedfordview
privateproperty,RR4640239,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/bedfordview/bedfordview/RR4640239,Studio Apartment in Bedfordview,7500.0,Bedfordview,Bedfordview,Gauteng,Apartment,0.5,1.0,1.0,,36.0,,,,1.0,Available Now,"Studio Apartment in Bedfordview, Welcome to BlackBrick Bedfordview a bold, modern development set in the heart of Bedfordview, one o",27 Mar 2026,2026-03-27T17:33:31.815609+00:00,to-rent,gauteng,johannesburg-metro,bedfordview,bedfordview
privateproperty,RR4640251,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/morningside/RR4640251,2 Bedroom Apartment in Morningside,48500.0,Morningside,Sandton,Gauteng,Apartment,1.0,2.5,,,162.0,,,,1.0,,"2 Bedroom Apartment in Morningside, LUXURY 2 BEDROOM FULLY FURNISHED CORNER UNIT Experience elevated living from this stunning corner",27 Mar 2026,2026-03-27T17:33:27.966353+00:00,to-rent,gauteng,johannesburg-metro,sandton,morningside
privateproperty,RR4640255,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/bedfordview/bedfordview/RR4640255,1 Bedroom Apartment in Bedfordview,8500.0,Bedfordview,Bedfordview,Gauteng,Apartment,1.0,1.0,1.0,,37.0,,,,1.0,,"1 Bedroom Apartment in Bedfordview, Welcome to BlackBrick Bedfordview a bold, contemporary development in the heart of Bedfordview, one",27 Mar 2026,2026-03-27T17:33:24.076716+00:00,to-rent,gauteng,johannesburg-metro,bedfordview,bedfordview
privateproperty,RR4640261,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/midrand/barbeque-downs/RR4640261,2 Bedroom Apartment in Barbeque Downs,10500.0,Barbeque Downs,Midrand,Gauteng,Apartment,2.0,1.0,2.0,,69.0,,,,,,"2 Bedroom Apartment in Barbeque Downs, Discover Your Perfect Home in Barbeque Downs, Midrand! Welcome to your new sanctuary! Nestled in th",27 Mar 2026,2026-03-27T17:33:20.358430+00:00,to-rent,gauteng,johannesburg-metro,midrand,barbeque-downs
privateproperty,RR4640275,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/rivonia/3120-the-link/16-11th-avenue/RR4640275,2 Bedroom Apartment in Rivonia,10700.0,Rivonia,Sandton,Gauteng,Apartment,2.0,2.0,2.0,,,,,,,,"2 Bedroom Apartment in Rivonia, 3120 The Link, 16 11th Avenue, Stunning 2 bedroom 2 bathroom First floor apartment in a secured complex named The Link in Rivonia.",27 Mar 2026,2026-03-27T17:33:16.299651+00:00,to-rent,gauteng,johannesburg-metro,sandton,rivonia
privateproperty,RR4640283,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/rosebank-and-parktown/rosebank/RR4640283,Studio Apartment in Rosebank,16000.0,Rosebank,Rosebank And Parktown,Gauteng,Apartment,0.05,1.0,1.0,1.0,35.0,,,,1.0,,"Studio Apartment in Rosebank, BE ONE OF THE FIRST TO OCCUPY THIS STUPENDOUS FULLY FURNISHED STUDIO APARTMENT IN THIS NEW DEVELOPEM",27 Mar 2026,2026-03-27T17:33:13.618119+00:00,to-rent,gauteng,johannesburg-metro,rosebank-and-parktown,rosebank
privateproperty,RR4640295,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/midrand/kyalami/c-hmla19e-helderfontein-meander-lifestyle-apartments/1-celery-drive/RR4640295,2 Bedroom Apartment in Kyalami,11600.0,Kyalami,Midrand,Gauteng,Apartment,2.0,2.0,4.0,,91.0,,,,,Available Now,"2 Bedroom Apartment in Kyalami, C-HMLA19E Helderfontein Meander Lifestyle Apartments, 1 Celery Drive, FREE Uncapped Internet Access Load-shedding Solutions Solar Backups for lights and internet,",27 Mar 2026,2026-03-27T17:33:09.966287+00:00,to-rent,gauteng,johannesburg-metro,midrand,kyalami
privateproperty,RR4640303,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/johannesburg-south/mulbarton/RR4640303,2 Bedroom Apartment in Mulbarton,11200.0,Mulbarton,Johannesburg South,Gauteng,Apartment,2.0,2.0,2.0,,,,,,,,"2 Bedroom Apartment in Mulbarton, Live the Thaba lifestyle Experience comfortable estate living in this beautifully designed 2-bedroo",27 Mar 2026,2026-03-27T17:33:05.682201+00:00,to-rent,gauteng,johannesburg-metro,johannesburg-south,mulbarton
privateproperty,RR4640308,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/johannesburg-central/marshalltown/01-vilakazi-co-living/24-eloff-street/RR4640308,1 Bedroom Apartment in Marshalltown,2550.0,Marshalltown,Johannesburg Central,Gauteng,Apartment,1.0,1.0,,,,,,,,Available Now,"1 Bedroom Apartment in Marshalltown, 1 Vilakazi Co Living, 24 Eloff Street, Affordable Rooms with Shared Kitchen and Bathrooms Welcome to Vilakazi Co-Living Spaces, convenientl",27 Mar 2026,2026-03-27T17:33:01.755654+00:00,to-rent,gauteng,johannesburg-metro,johannesburg-central,marshalltown
privateproperty,RR4640312,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/linbro-park/RR4640312,1 Bedroom Apartment in Linbro Park,8000.0,Linbro Park,Sandton,Gauteng,Apartment,1.0,1.0,1.0,,,,,,1.0,Available Now,"1 Bedroom Apartment in Linbro Park, Fully furnished option is R10 000.00 per month. Without furniture is R8000.00 per month. Modern one",27 Mar 2026,2026-03-27T17:32:58.750833+00:00,to-rent,gauteng,johannesburg-metro,sandton,linbro-park
privateproperty,RR4631965,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/johannesburg-central/yeoville/112-la-plagne/13-hopkins/RR4631965,1 Bedroom Flat in Yeoville,4500.0,Yeoville,Johannesburg Central,Gauteng,Apartment,1.0,1.0,,,49.0,,,,,,"1 Bedroom Flat in Yeoville, 112 La Plagne, 13 Hopkins, One Tiled Bedroom flat with en-suite lounge and kitchen available for rental effective from 01 April",27 Mar 2026,2026-03-27T17:32:54.723171+00:00,to-rent,gauteng,johannesburg-metro,johannesburg-central,yeoville
privateproperty,RR4640315,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/johannesburg-central/braamfontein/RR4640315,1 Bedroom Apartment in Braamfontein,6500.0,Braamfontein,Johannesburg Central,Gauteng,Apartment,1.0,1.0,,,,,,,1.0,Available Now,"1 Bedroom Apartment in Braamfontein, Neat and well-maintained bachelor unit available at Broadway Apartments in the heart of Braamfontein",27 Mar 2026,2026-03-27T17:32:50.787171+00:00,to-rent,gauteng,johannesburg-metro,johannesburg-central,braamfontein
privateproperty,RR4640330,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/sandown/RR4640330,3 Bedroom Apartment in Sandown,27500.0,Sandown,Sandton,Gauteng,Apartment,3.0,3.0,3.0,,175.0,,,,1.0,,"3 Bedroom Apartment in Sandown, This spacious two-level unit offers three bedrooms and three bathrooms. The layout is thoughtfully d",27 Mar 2026,2026-03-27T17:32:35.197823+00:00,to-rent,gauteng,johannesburg-metro,sandton,sandown
privateproperty,RR3660671,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/midrand/summerset/1611-rosa-royale/17-olea-road/RR3660671,2 Bedroom Apartment in Summerset,9500.0,Summerset,Midrand,Gauteng,Apartment,2.0,1.0,1.0,,81.0,,,,,,"2 Bedroom Apartment in Summerset, 1611 Rosa Royale, 17 Olea Road, Step into this stylish and well-maintained top-floor apartment, offering the perfect blend of comfor",27 Mar 2026,2026-03-27T17:32:32.483099+00:00,to-rent,gauteng,johannesburg-metro,midrand,summerset
privateproperty,RR4640345,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/johannesburg-central/new-doornfontein/450-46-platinum-place/38-van-beek/RR4640345,Studio Apartment in New Doornfontein,2300.0,New Doornfontein,Johannesburg Central,Gauteng,Apartment,0.5,1.0,,,15.0,,,,,Available Now,"Studio Apartment in New Doornfontein, 450-46 Platinum Place, 38 Van Beek, Modern Studio Apartments to Rent Near Maboneng LIMITED OFFER: DEPOSIT WAVER| FLEXI DEPOSIT OPTION A",27 Mar 2026,2026-03-27T17:32:29.789858+00:00,to-rent,gauteng,johannesburg-metro,johannesburg-central,new-doornfontein
privateproperty,RR4640347,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/sandton/bryanston/RR4640347,1 Bedroom Apartment in Bryanston,9200.0,Bryanston,Sandton,Gauteng,Apartment,1.0,1.0,1.0,,,,,,,,"1 Bedroom Apartment in Bryanston, One Bed One Bath Garden Apartment, Located in Beluga, Ormonde Street, Bryanston. Available1 April 20",27 Mar 2026,2026-03-27T17:32:26.991977+00:00,to-rent,gauteng,johannesburg-metro,sandton,bryanston
privateproperty,RR4640348,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/midrand/summerset/888nd-rosa-royale/1-olea-road/RR4640348,2 Bedroom Apartment in Summerset,9500.0,Summerset,Midrand,Gauteng,Apartment,2.0,1.0,1.0,,,,,,,,"2 Bedroom Apartment in Summerset, 888ND Rosa Royale, 1 Olea Road, Step into this stylish and well-maintained top-floor apartment, offering the perfect blend of comfor",27 Mar 2026,2026-03-27T17:32:23.010233+00:00,to-rent,gauteng,johannesburg-metro,midrand,summerset
privateproperty,RR4640352,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/midrand/erand-gardens/888nd-erand-court/1-vodacom-boulevard/RR4640352,1 Bedroom Apartment in Erand Gardens,6500.0,Erand Gardens,Midrand,Gauteng,Apartment,1.0,1.0,1.0,,,,,,,,"1 Bedroom Apartment in Erand Gardens, 888ND Erand Court, 1 Vodacom Boulevard, Discover comfortable living in this neat and well-maintained 1-bedroom apartment, perfect for a sing",27 Mar 2026,2026-03-27T17:32:20.130719+00:00,to-rent,gauteng,johannesburg-metro,midrand,erand-gardens
privateproperty,RR4640353,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/johannesburg-central/braamfontein/braamfontein-werf/RR4640353,1 Bedroom Apartment in Braamfontein Werf,5650.0,Braamfontein,Johannesburg Central,Gauteng,Apartment,1.0,1.0,,,,,,,,Available Now,"1 Bedroom Apartment in Braamfontein Werf, This newly renovated bachelor apartment is ideally located in the sought-after Braamfontein Werf are",27 Mar 2026,2026-03-27T17:32:16.012322+00:00,to-rent,gauteng,johannesburg-metro,johannesburg-central,braamfontein
privateproperty,RR4640355,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/midrand/noordwyk/RR4640355,2 Bedroom Apartment in Noordwyk,10000.0,Noordwyk,Midrand,Gauteng,Apartment,2.0,1.0,,,,,,,,Available Now,"2 Bedroom Apartment in Noordwyk, I have a 2 bedroom flat to rent in Phoenix Regent Estate 2 complex. The complex is tidy, close to Sa",27 Mar 2026,2026-03-27T17:32:13.507153+00:00,to-rent,gauteng,johannesburg-metro,midrand,noordwyk
privateproperty,RR4060657,https://www.privateproperty.co.za/to-rent/gauteng/johannesburg-metro/rosebank-and-parktown/rosebank/104-the-vantage/20-tyrwhitt-avenue/RR4060657,1 Bedroom Apartment in Rosebank,14000.0,Rosebank,Rosebank And Parktown,Gauteng,Apartment,1.0,1.0,1.0,,49.0,49.0,,,1.0,,"1 Bedroom Apartment in Rosebank, 104 The Vantage, 20 Tyrwhitt Avenue, Fully-furnished, chique and sophisticated one bedroom segmented room at The Vantage. Just bring you",27 Mar 2026,2026-03-27T17:32:10.689633+00:00,to-rent,gauteng,johannesburg-metro,rosebank-and-parktown,rosebank
